station_name,street_address,city,state,zip_code,latitude,longitude,access_code,facility_type,network,connector_types,level1_count,level2_count,dc_fast_count,pricing,hours,date_last_confirmed,updated_at,station_phone,owner_type,federal_agency,open_date,cards_accepted,bd_blends,groups_with_access_code,hydrogen_standards,maximum_vehicle_class,country,intersection_directions,plus4
LADWP - West Los Angeles Distribution Yard,12300 Nebraska Ave,Los Angeles,CA,90025,34.0344842,-118.459616,private,UTILITY,Non-Networked,['J1772'],0,15,0,Free,Fleet use only,2024-01-09,2025-08-18T15:54:31Z,,LG,,2016-01-01,,,Private - Government only,,,US,,
Organic Grace,906 Redwood Dr,Garberville,CA,95542,40.098333,-123.795397,public,SHOPPING_CENTER,Non-Networked,['J1772'],0,1,0,$1 per hour; free for customers,"10am-5:30pm M-F, 10am-4pm Sat",2025-01-13,2025-02-12T00:16:32Z,707-923-1296,P,,2016-09-29,Cash,,Public - Call ahead,,LD,US,,
Ventura County Government Center,800 S Victoria Ave,Ventura,CA,93009,34.267352,-119.2124,private,MUNI_GOV,Non-Networked,['J1772'],0,14,0,,Motor pool use only,2023-10-12,2025-05-29T20:32:14Z,,LG,,2014-01-07,,,Private,,,US,,
Whole Foods Market West Los Angeles,11666 National Blvd,Los Angeles,CA,90066,34.022368,-118.437681,public,,SHELL_RECHARGE,['J1772'],0,2,0,,Mon: 6:00am-10:00pm; Tue: 6:00am-10:00pm; Wed: 6:00am-10:00pm; Thu: 6:00am-10:00pm; Fri: 6:00am-10:00pm; Sat: 6:00am-10:00pm; Sun: 6:00am-10:00pm,2025-10-02,2025-10-02T03:47:00Z,855-900-7584,,,2016-11-01,,,Public,,,US,,
Fresno Yosemite International Airport - Parking,5155 E Clinton Way,Fresno,CA,93727,36.766768,-119.718483,public,AIRPORT,Non-Networked,['J1772'],22,0,0,Free,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,559-621-6650,LG,,2016-12-19,,,Public,,LD,US,At the intersection of McKinley and Peach. 10 stations in the main lot and four on each floor,
Los Angeles Police Department - Main Street Parking,260 S Main St,Los Angeles,CA,90012,34.0497723610577,-118.245105779098,private,MUNI_GOV,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,100,4,,Fleet use only,2025-06-06,2025-06-06T18:42:11Z,213-486-1020,LG,,2016-10-15,,,Private - Fleet customers only,,LD,US,Main between 2nd and 3rd,
East Century Boulevard Street Parking,1771 E Century Blvd,Los Angeles,CA,90002,33.9457165,-118.241112,public,STREET_PARKING,Non-Networked,['J1772'],0,1,0,Free,24 hours daily,2023-01-10,2025-08-18T15:54:31Z,213-367-2789,P,,2016-09-15,,,Public,,,US,Power Pole mounted along E Century Blvd,
US Badminton Academy,4569 Las Positas Rd,Livermore,CA,94551,37.69435,-121.74205,public,OFFICE_BLDG,Non-Networked,['J1772'],0,4,0,Free,24 hours daily,2023-05-03,2024-01-31T22:07:01Z,925-292-5296,P,,2017-02-09,,,Public,,LD,US,,
Skirball Cultural Center,2701 N Sepulveda Blvd,Los Angeles,CA,90049,34.124839,-118.479053,public,MUSEUM,Non-Networked,['J1772'],0,6,0,Free,"12pm-5pm T-F, 10am-5pm Sat-Sun",2024-12-10,2025-02-12T00:16:32Z,310-440-4500,P,,2017-02-01,,,Public,,LD,US,Located on L1 in the North parking garage and on P3 in the East parking garage,
City of Huron - City Hall,36311 Lassen Ave,Huron,CA,93234,36.206049,-120.103577,public,MUNI_GOV,Non-Networked,['J1772'],0,2,0,Free,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-03-01,,,Public,,LD,US,South Lassen and 11th,
City of Santa Monica - Lot 11,2501 Nielson Way,Santa Monica,CA,90405,34.003119,-118.485302,public,MUNI_GOV,Non-Networked,['J1772'],0,2,0,Free,24 hours daily,2023-01-10,2023-02-14T15:54:11Z,310-458-2213,LG,,2017-02-01,,,Public,,LD,US,,
LA County DPH HQ Baldwin Park,5050 Commerce Dr,Baldwin Park,CA,91706,34.102754,-117.974207,private,OFFICE_BLDG,POWERFLEX,['J1772'],0,48,0,$0.45 per kWh from 4pm-9pm; $0.30 per kWh all other times,,2025-05-12,2025-05-12T16:15:59Z,,LG,,2019-12-09,,,Private - Government only,,LD,US,In rear of building,
LA County DPW Longden Flood Maintenance Yard,160 E Longden Ave,Irwindale,CA,91706,34.112368,-118.003179,private,FLEET_GARAGE,POWERFLEX,['J1772'],0,6,0,$0.45 per kWh from 4pm-9pm; $0.30 per kWh all other times,,2025-05-12,2025-05-12T16:15:59Z,,LG,,2018-08-01,,,Private - Government only,,LD,US,,
Santa Maria Chrysler Dodge Jeep RAM Fiat,1918 S Broadway,Santa Maria,CA,93454,34.925674,-120.435187,public,CAR_DEALER,Non-Networked,['J1772'],0,1,0,Free,"7:30am-7pm daily; 4 hour maximum; Chrysler, Dodge, Jeep, RAM, Fiat vehicles only",2025-06-06,2025-06-06T18:42:11Z,805-925-9545,P,,2016-06-01,,,Public,,LD,US,Inger and Broadway,
City of Sacramento - Department of Utilities,1395 35th Ave,Sacramento,CA,95822,38.523088,-121.509043,private,MUNI_GOV,Non-Networked,['J1772'],0,1,0,,Government fleet use only,2025-06-06,2025-06-06T18:42:11Z,,LG,,2017-04-01,,,Private - Government only,,LD,US,,
VALET 6TH FLOOR 2,1200 Athens Ave,Lincoln,CA,95648,38.840266,-121.315634,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:06:43Z,888-758-4389,,,2017-04-25,,,Public,,,US,Parking Garage 6th Floor,
Los Angeles International Airport (LAX) - Lot 7,1 World Way,Los Angeles,CA,90045,33.944267,-118.399183,public,AIRPORT,Non-Networked,['J1772'],0,28,0,$2 service fee + $0.45 per kWh,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,310-646-2911,LG,,2013-12-31,,,Public,,LD,US,Central Terminal Area (CTA) - P7,
Helms Bakery Building,8800 Venice Blvd,Los Angeles,CA,90034,34.029971,-118.385231,private,PARKING_GARAGE,Non-Networked,['J1772'],0,4,0,,For tenant use only,2023-06-12,2025-05-05T20:38:42Z,310-204-1865,P,,2017-04-01,,,Private,,LD,US,,
Point Reyes National Seashore - Administration Building,1 Bear Valley Rd,Point Reyes Station,CA,94956,38.04391227302823,-122.7984204101257,private,NATL_PARK,Non-Networked,['J1772'],0,1,0,,,2025-01-13,2025-02-12T00:16:32Z,,FG,"{'id': 16, 'code': 'DOI', 'name': 'Department of the Interior'}",2016-02-01,,,Private - Government only,,LD,US,,
Cedars - Sinai Medical Center,127 San Vicente Blvd,Los Angeles,CA,90048,34.074544,-118.379207,private,HOSPITAL,Non-Networked,['J1772'],0,8,0,,Employee use only,2025-05-12,2025-05-12T16:15:59Z,,P,,2017-04-01,,,Private,,LD,US,,
Cedars - Sinai Medical Center,444 San Vicente Blvd,Los Angeles,CA,90048,34.070505,-118.375833,private,HOSPITAL,Non-Networked,['J1772'],0,4,0,,Employee use only,2022-08-10,2023-02-14T15:54:11Z,,P,,2017-04-01,,,Private,,LD,US,,
Crow Canyon Medical Center,1320 El Capitan Dr,Danville,CA,94506,37.783831,-121.967591,public,HOSPITAL,Non-Networked,['J1772'],0,4,0,$2.20 per hour,24 hours daily,2023-01-10,2025-05-05T20:33:50Z,925-327-1314,P,,2017-04-27,M V,,TEMPORARILY UNAVAILABLE (Public - Credit card at all times),,LD,US,,
Chula Vista Ford,560 Auto Park Dr,Chula Vista,CA,91911,32.593786,-117.030544,public,CAR_DEALER,Non-Networked,['J1772'],0,4,0,Free,Dealership business hours,2023-06-12,2024-01-31T22:07:01Z,619-656-2500,P,,2017-04-28,,,Public - Call ahead,,LD,US,Two chargers located on the Ford side and two chargers located on the Kia side,
LA County Kenneth Hahn - Balwin Hills,4100 S La Cienega Blvd,Los Angeles,CA,90056,34.006112,-118.369027,public,PARK,POWERFLEX,['J1772'],0,4,0,$0.45 per kWh from 4pm-9pm; $0.30 per kWh all other times,Park business hours,2025-05-12,2025-05-12T16:15:59Z,323-298-3660,SG,,2016-07-01,Proprietor,,Public,,LD,US,Located in the visitor's center parking lot,
@CENTRAL @CENTRAL 4,2858 De La Cruz Blvd,Santa Clara,CA,95050,37.370725,-121.944726,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T01:29:20Z,888-758-4389,,,2017-05-20,,,Public,,,US,,
SEVO SunStation,1624 Dell Ave,Campbell,CA,95008,37.262755,-121.956546,public,OFFICE_BLDG,Non-Networked,['J1772'],0,6,0,Free,8am-6pm daily; register with Paired Power for access,2024-07-11,2025-02-12T00:16:32Z,650-701-7247,P,,2017-02-17,,,Public,,LD,US,,
City of Placentia - Civic Center,401 E Chapman Ave,Placentia,CA,92870,33.871884,-117.862009,private,MUNI_GOV,Non-Networked,['J1772'],0,10,0,,City fleet vehicle use only,2024-07-11,2025-02-12T00:16:32Z,714-993-8131,LG,,2016-02-16,,,Private,,LD,US,,
City of Kerman - Community Teen Center,15100 W Kearney Blvd,Kerman,CA,93630,36.727657,-120.0617,public,MUNI_GOV,Non-Networked,['J1772'],0,1,0,Free,8am-5pm daily; maximum session time of 3 hours,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Public,,LD,US,West Kearny Blvd and 4th,
Kingsburg Branch Library,1399 Draper St,Kingsburg,CA,93631,36.514767,-119.55285,public,LIBRARY,Non-Networked,['J1772'],0,1,0,Free,8am-5pm daily; maximum session time of 3 hours,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Public,,LD,US,,
City of Mendota - City Hall,643 Quince St,Mendota,CA,93640,36.753933,-120.382469,public,MUNI_GOV,Non-Networked,['J1772'],0,1,0,Free,8am-5pm daily; maximum session time of 3 hours,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Public,,LD,US,Quince and 6th,
City of San Joaquin - City Hall,21900 W Colorado Ave,San Joaquin,CA,93660,36.605946,-120.186373,public,MUNI_GOV,Non-Networked,['J1772'],0,1,0,Free,8am-5pm daily; maximum session time of 3 hours,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Public,,LD,US,,
City of Reedley - Administrative Services,845 G St,Reedley,CA,93654,36.599016,-119.453595,public,MUNI_GOV,Non-Networked,['J1772'],0,1,0,Free,8am-5pm daily; maximum session time of 3 hours,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Public,,LD,US,,
City of Selma,1710 Tucker St,Selma,CA,93662,36.566656,-119.61008,public,MUNI_GOV,Non-Networked,['J1772'],0,1,0,Free,8am-5pm daily; maximum session time of 3 hours,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Public,,LD,US,,
City of Orange Cove - City Hall,633 6th St,Orange Cove,CA,93646,36.623959,-119.312389,public,MUNI_GOV,Non-Networked,['J1772'],0,1,0,Free,8am-5pm daily; maximum session time of 3 hours,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Public,,LD,US,,
City of Coalinga,245 N 6th St,Coalinga,CA,93210,36.138693,-120.361843,public,MUNI_GOV,Non-Networked,['J1772'],1,0,0,Free,8am-5pm daily; maximum session time of 3 hours,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Public,,LD,US,,
City of Parlier - City Hall,1100 E Parlier Ave,Parlier,CA,93648,36.612177,-119.540641,public,MUNI_GOV,Non-Networked,['J1772'],0,1,0,Free,8am-5pm daily; maximum session time of 3 hours,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Public,,LD,US,East Parlier and Avila Street,
Fowler Branch Library,306 S 7th St,Fowler,CA,93625,36.627738,-119.677688,public,LIBRARY,Non-Networked,['J1772'],0,1,0,Free,8am-5pm daily; maximum session time of 3 hours,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Public,,LD,US,South 7th St and Fresno,
City of Coalinga,245 N 6th St,Coalinga,CA,93210,36.138693,-120.361843,private,MUNI_GOV,Non-Networked,['J1772'],0,1,0,,For public transit and city vehicles only,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Private,,LD,US,,
City of Kerman - Community Teen Center,15100 W Kearney Blvd,Kerman,CA,93630,36.727657,-120.0617,private,MUNI_GOV,Non-Networked,['J1772'],0,1,0,,For public transit and city vehicles only,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Private,,LD,US,West Kearny Blvd and 4th,
City of Mendota - City Hall,643 Quince St,Mendota,CA,93640,36.753933,-120.382469,private,MUNI_GOV,Non-Networked,['J1772'],0,1,0,,For public transit and city vehicles only,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Private,,LD,US,Quince and 6th,
City of Orange Cove - City Hall,633 6th St,Orange Cove,CA,93646,36.623959,-119.312389,private,MUNI_GOV,Non-Networked,['J1772'],0,1,0,,For public transit and city vehicles only,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Private,,LD,US,,
City of Parlier - City Hall,1100 E Parlier Ave,Parlier,CA,93648,36.612177,-119.540641,private,MUNI_GOV,Non-Networked,['J1772'],0,1,0,,For public transit and city vehicles only,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Private,,LD,US,East Parlier and Avila Street,
City of Reedley - Administrative Services,845 G St,Reedley,CA,93654,36.599016,-119.453595,private,MUNI_GOV,Non-Networked,['J1772'],0,1,0,,For public transit and city vehicles only,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Private,,LD,US,,
City of San Joaquin - City Hall,21900 W Colorado Ave,San Joaquin,CA,93660,36.605946,-120.186373,private,MUNI_GOV,Non-Networked,['J1772'],0,1,0,,For public transit and city vehicles only,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Private,,LD,US,,
City of Sanger - City Hall,1700 7th St,Sanger,CA,93657,36.706162,-119.562194,public,MUNI_GOV,Non-Networked,['J1772'],0,2,0,Free,24 hours daily,2024-08-15,2025-05-29T21:54:25Z,,LG,,2017-01-01,,,Public,,LD,US,,
City of Selma,1710 Tucker St,Selma,CA,93662,36.566656,-119.61008,private,MUNI_GOV,Non-Networked,['J1772'],0,1,0,,For public transit and city vehicles only,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Private,,LD,US,,
Fowler Branch Library,306 S 7th St,Fowler,CA,93625,36.627738,-119.677688,private,LIBRARY,Non-Networked,['J1772'],0,1,0,,For public transit and city vehicles only,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Private,,LD,US,South 7th St and Fresno,
Kingsburg Branch Library,1399 Draper St,Kingsburg,CA,93631,36.514767,-119.55285,private,LIBRARY,Non-Networked,['J1772'],0,1,0,,For public transit and city vehicles only,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-01-01,,,Private,,LD,US,,
Ames Visitor Center,8 Clark Rd,Moffett Field,CA,94035,37.409389,-122.063444,public,FED_GOV,Non-Networked,"['CHADEMO', 'J1772COMBO']",0,0,8,$0.25 per minute; $0.20 per minute for NASA employees,24 hours daily,2025-01-13,2025-02-12T00:16:32Z,,FG,"{'id': 22, 'code': 'NASA', 'name': 'National Aeronautics and Space Administration'}",2017-06-01,A D M V,,Public - Credit card at all times,,,US,,
City of Pasadena - Del Mar Station,198 S Raymond Ave,Pasadena,CA,91105,34.142,-118.148626,public,PARKING_GARAGE,Non-Networked,"['CHADEMO', 'J1772', 'J1772COMBO']",0,25,6,Free,24 hours daily; pay lot,2025-06-06,2025-06-06T18:42:11Z,626-744-7665,LG,,2017-06-01,CREDIT,,Public,,LD,US,,
City of Firebaugh - City Hall,1133 P St,Firebaugh,CA,93622,36.859284,-120.455057,public,MUNI_GOV,Non-Networked,['J1772'],0,1,0,Free,24 hours daily,2024-08-15,2025-02-12T00:16:32Z,559-896-3001,LG,,2017-06-01,,,Public,,LD,US,,
KVPR - Valley Public Radio,2589 Alluvial Ave,Clovis,CA,93611,36.844795,-119.667774,public,,EV Connect,['J1772'],0,2,0,,24 hours daily,2025-10-02,2025-10-02T04:05:39Z,866-816-7584,,,2017-04-01,,,Public,,,US,,
Nissan of South Bay,20550 Hawthorne Blvd,Torrance,CA,90503,33.84346,-118.35324,public,CAR_DEALER,Non-Networked,"['CHADEMO', 'J1772']",0,2,1,Free,Dealership business hours,2024-02-12,2025-02-12T00:16:32Z,310-694-5433,P,,2017-03-01,,,Public - Call ahead,,LD,US,,
University of California - Davis - Lot 31,27510 Co Rd 98,Davis,CA,95616,38.539319,-121.805298,public,COLLEGE_CAMPUS,Non-Networked,"['J1772', 'NEMA520']",1,1,0,Parking fee,24 hours daily; pay lot; parking permit required; Drivers must bring their own J1772 cordset for Level 1 charging,2023-01-10,2025-05-07T15:59:42Z,530-752-8277,P,,2008-12-01,,,Public,,LD,US,Lot 31,
University of California - Davis - Lot 56,426 Health Sciences Dr,Davis,CA,95616,38.535524,-121.762984,public,COLLEGE_CAMPUS,Non-Networked,"['J1772', 'NEMA520']",1,1,0,Parking fee,24 hours daily; pay lot; parking permit required; Drivers must bring their own J1772 cordset for Level 1 charging,2023-01-10,2025-05-07T15:59:42Z,530-752-8277,P,,2008-12-01,,,Public,,LD,US,Lot 56; Health Science Drive,
University of California - Davis- Lot 55,Garrod Dr,Davis,CA,95616,38.53111172782076,-121.7626930687256,public,COLLEGE_CAMPUS,Non-Networked,"['J1772', 'NEMA520']",1,1,0,Parking fee,24 hours daily; pay lot; parking permit required; Drivers must bring their own J1772 cordset for Level 1 charging,2023-01-10,2025-05-07T15:59:42Z,530-752-8277,P,,2008-12-01,,,Public,,LD,US,Lot 55,
University of California - Davis - Lot 44,Bioletti Way,Davis,CA,95616,38.535656,-121.754574,public,COLLEGE_CAMPUS,Non-Networked,"['J1772', 'NEMA520']",2,1,0,Parking fee,24 hours daily; parking permit required; drivers must bring Level 1 cordset; Drivers must bring their own J1772 cordset for Level 1 charging,2023-01-10,2025-05-07T15:59:42Z,530-752-8277,P,,2008-12-01,,,Public,,LD,US,Lot 44,
University of California - Davis - Gateway Parking Structure,Hilgard Ln,Davis,CA,95616,38.533127,-121.749398,public,COLLEGE_CAMPUS,Non-Networked,"['J1772', 'NEMA1450']",2,14,0,Parking fee,24 hours daily; pay lot; parking permit required; Drivers must bring their own J1772 cordset for Level 1 charging,2023-01-10,2025-05-07T15:59:42Z,530-752-8277,P,,2008-12-01,,,Public,,LD,US,Gateway structure; Old Davis Rd,
University of California - Davis - Lot 1,Hilgard Ln,Davis,CA,95616,38.532775,-121.748494,public,COLLEGE_CAMPUS,Non-Networked,"['J1772', 'NEMA1450']",2,16,0,Parking fee,24 hours daily; pay lot; parking permit required; Drivers must bring their own J1772 cordset for Level 1 charging,2023-01-10,2025-05-07T15:59:42Z,530-752-8277,P,,2008-12-01,,,Public,,LD,US,Lot 1; Old Davis Rd,
University of California - Davis - Lot 35,Orchard Dr,Davis,CA,95616,38.54308,-121.761568,public,COLLEGE_CAMPUS,Non-Networked,"['J1772', 'NEMA520']",1,1,0,Parking fee,24 hours daily; pay lot; parking permit required; Drivers must bring their own J1772 cordset for Level 1 charging,2023-01-10,2025-05-07T15:59:42Z,530-752-8277,P,,2008-12-01,,,Public,,LD,US,Lot 35,
Caltrans - District 10,1801 Motel Dr,Merced,CA,95340,37.288531,-120.455159,private,STATE_GOV,Non-Networked,['J1772'],0,1,0,,State vehicle and employee use only,2024-01-09,2025-09-08T15:23:49Z,,SG,,2017-07-26,,,Private,,LD,US,,
Caltrans - District 10,908 N Emerald Ave,Modesto,CA,95351,37.647827,-121.020114,private,STATE_GOV,Non-Networked,['J1772'],0,1,0,,State vehicle and employee use only,2024-01-09,2025-09-08T15:23:49Z,,SG,,2017-07-26,,,Private,,LD,US,District Office,
Caltrans - District 3,981 N Beale Rd,Marysville,CA,95901,39.126584,-121.578722,private,STATE_GOV,Non-Networked,['J1772'],0,2,0,,Employee and state vehicle use only,2024-01-09,2025-09-08T15:23:49Z,,SG,,2017-07-26,,,Private,,LD,US,,
Caltrans - District 6,1200 Olive Dr,Bakersfield,CA,93308,35.413211,-119.046734,private,STATE_GOV,Non-Networked,['J1772'],0,1,0,,Employee and state vehicle use only,2024-01-09,2025-09-08T15:23:49Z,,SG,,2017-07-26,,,Private,,LD,US,,
Caltrans - District 3,9087 Elkmont Way,Elk Grove,CA,95624,38.382004,-121.364526,private,STATE_GOV,Non-Networked,['J1772'],0,1,0,,Employee and state vehicle use only,2024-01-09,2025-09-08T15:23:49Z,,SG,,2017-07-27,,,Private,,LD,US,,
TW Patterson,2014 Tulare St,Fresno,CA,93721,36.733853,-119.78957,public,OFFICE_BLDG,Non-Networked,['J1772'],0,2,0,,8am-4pm daily,2023-09-14,2025-05-28T20:11:59Z,559-490-2014,P,,2017-07-27,Cash Checks,,Public,,LD,US,Suite 608,
Naval Base - Point Loma,Naval Base Point Loma,San Diego,CA,92136,32.688114,-117.239339,private,MIL_BASE,Non-Networked,['J1772'],0,1,0,,Also accepts paying arrangement made with station manager,2023-07-11,2025-02-12T00:16:32Z,,FG,"{'id': 14, 'code': 'DON', 'name': 'Department of Navy'}",2012-08-01,Wright_Exp,,Private,,,US,,
AMCE,5150 N 6th St,Fresno,CA,93710,36.811291,-119.762814,public,PARKING_LOT,Non-Networked,['J1772'],0,2,0,Free,8am-5pm M-F,2025-05-12,2025-05-12T16:15:59Z,559-473-1371,P,,2017-10-09,,,Public,,LD,US,,
Kehilat Etz Chayim,4161 Alma St,Palo Alto,CA,94306,37.411463,-122.111947,public,PLACE_OF_WORSHIP,Non-Networked,['J1772'],0,4,0,Free,8am-12am daily,2025-05-12,2025-05-12T16:15:59Z,650-813-9094,P,,2017-11-15,,,Public,,LD,US,Between Ferne and Greenmeadow,
The District at Tustin Legacy Bank Of America ATM,2437 Park Ave,Tustin,CA,92782,33.697404,-117.826991,public,,SHELL_RECHARGE,['J1772'],0,2,0,,Mon: 4:00am-11:59pm; Tue: 4:00am-11:59pm; Wed: 4:00am-11:59pm; Thu: 4:00am-11:59pm; Fri: 4:00am-11:59pm; Sat: 4:00am-11:59pm; Sun: 4:00am-11:59pm,2025-10-02,2025-10-02T03:47:22Z,855-900-7584,,,2017-11-01,,,Public,,,US,,
Menlo College,1000 El Camino Real,Atherton,CA,94027,37.45656942594121,-122.1910761785431,public,COLLEGE_CAMPUS,ChargePoint Network,['J1772'],0,4,0,,24 hours daily,2023-06-12,2024-01-31T22:07:01Z,650-400-5837,P,,2017-11-15,,,Public,,LD,US,Enter on Encinal Ave from El Camino and turn left immediately into parking lot; chargers on left side,
Living Spaces,49088 Fremont Blvd,Fremont,CA,94538,37.456813,-121.925174,public,SHOPPING_CENTER,Non-Networked,['J1772'],0,2,0,Free,"10am-9pm M-F, 9am-9pm Sat-Sun; see front desk for access",2024-07-11,2025-02-12T00:16:32Z,877-266-7300,P,,2017-11-15,,,TEMPORARILY UNAVAILABLE (Public),,LD,US,,
Adverum Biotechnologies,1035 O'Brien Dr,Menlo Park,CA,94025,37.475121,-122.150214,private,OFFICE_BLDG,Non-Networked,['J1772'],0,4,0,,For employee use only,2025-08-12,2025-08-12T16:52:28Z,,P,,2017-11-15,,,Private,,LD,US,Located in the front of the building,
Grail Biotech,1525 O'Brien Dr,Menlo Park,CA,94025,37.47705,-122.14088,private,OFFICE_BLDG,Non-Networked,['J1772'],0,2,0,,For tenant use only,2022-01-10,2023-02-15T22:45:41Z,,P,,2017-11-15,,,Private,,LD,US,,
Mountain View High School,3535 Truman Ave,Mountain View,CA,94040,37.360757,-122.065743,public,SCHOOL,POWERFLEX,['J1772'],0,26,0,,For students and staff during school day,2024-08-15,2025-02-12T00:16:32Z,,LG,,2017-11-15,,,Public,,LD,US,,
