station_name,street_address,city,state,zip_code,latitude,longitude,access_code,facility_type,network,connector_types,level1_count,level2_count,dc_fast_count,pricing,hours,date_last_confirmed,updated_at
EVSP WEST HOLLY WEHO LIBRARY 1,625 N San Vicente Blvd,West Hollywood,CA,90069,34.081725,-118.384257,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:38Z
SCCOA EVS4-15,2910 Tannery Way,Santa Clara,CA,95054,37.383906,-121.982321,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:35Z
SCCOA EVS5-3,2910 Way,Santa Clara,CA,95054,37.383905,-121.98265,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:35Z
DMND MTN CSO DIAMOND MT1,900 Skyline Rd,Susanville,CA,96130,40.430832,-120.657722,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:35Z
SCCOA EVS5-15,3600 Tannery Way,Santa Clara,CA,95054,37.383865,-121.982966,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:34Z
CTS CHARGEPOINT CLOCKTOWER 1,630 Hansen Way,Palo Alto,CA,94304,37.419447,-122.139793,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:34Z
IRVINE  CO  OFC 1071 CAMLBACK 1,1071 Camelback St,Newport Beach,CA,92660,33.640881,-117.866258,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:34Z
PAS CHARGEPOINT PA SQUARE 2A,6 Palo Alto Square,Palo Alto,CA,94306,37.420186,-122.141406,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:33Z
ESSEX BUNKER HILL,234 S Figueroa St,Los Angeles,CA,90012,34.055486,-118.253889,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:33Z
CITY OF REDWOOD MAIN LIBRARY 1,1016-1022 Middlefield Rd,Redwood City,CA,94063,37.484251,-122.227712,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:26Z
SKYWAY LANDING STATION 2,955 Skyway Rd,San Carlos,CA,94070,37.50779,-122.247064,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:25Z
CIVITA CHARGERS CIVITA BLVD 6,7894 Civita Blvd,San Diego,CA,92108,32.777482,-117.148175,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:25Z
CIVITA CHARGERS CIVITA BLVD 1,7840 Civita Blvd,San Diego,CA,92108,32.77728,-117.150796,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:25Z
CIVITA CHARGERS WESTSIDE 1,7860 Westside Dr,San Diego,CA,92108,32.776229,-117.151084,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:24Z
SCCOA 1SEV-4.,2910 Tannery,Santa Clara,CA,95054,37.382923,-121.980994,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:22Z
PAS CHARGEPOINT PA SQUARE 1B,5-6 Palo Alto Square,Palo Alto,CA,94306,37.420399,-122.141202,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:21Z
2400 GENG ROAD STATION 3,2400 Geng Road,Palo Alto,CA,94303,37.451739,-122.12213,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:20Z
EBRPD SHADOW CLIFFS 1,2500 Stanley Boulevard Shadow Cliffs Regional,Pleasanton,CA,94566,37.670074,-121.843588,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:19Z
IRVINE  CO  OFC SCBC 15495 02,15495 Sand Canyon Ave,Irvine,CA,92618,33.670053,-117.766947,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:19Z
IRVINE  CO  OFC 9620 TC 01,9620 Towne Centre Dr,San Diego,CA,92121,32.882529,-117.210542,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:19Z
RAPID GAS STATION 2,9815 National Blvd,Los Angeles,CA,90034,34.031509,-118.400093,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:19Z
IRVINE CO OFC 117 WTRWRKS 02,15776 Laguna Canyon Rd,Irvine,CA,92618,33.664748,-117.761567,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:19Z
EVSP WEST HOLLY PLUMMER PARK 2,1130 N Vista St,West Hollywood,CA,90046,34.092052,-118.35118,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:18Z
THE COVE EV GL1 9,121 Oyster Point Blvd,South San Francisco,CA,94080,37.663367,-122.39652,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:12Z
IRVINE  CO  OFC SCBC 15485 02,15485 Sand Canyon,Irvine,CA,92618,33.670909,-117.768448,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:59:12Z
SCCOA EVS3-10,3333 Scott Blvd,Santa Clara,CA,95054,37.382516,-121.981695,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:11Z
IRVINE  CO  OFC SCS 3363 L2 02,3363 Octavius Dr,Santa Clara,CA,95054,37.381912,-121.96948,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:02Z
CBW PROPERTIES HG-1,1571 W El Camino Real,Mountain View,CA,94040,37.389553,-122.092531,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:59:02Z
UCSF CAMPUS MBEVSE1,1625 Owens St,San Francisco,CA,94158,37.76829,-122.393962,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:58Z
SKYWAY LANDING STATION 3,999 Skyway Rd,San Carlos,CA,94070,37.507799,-122.247098,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:55Z
CITYOFMURRIETA ALPHAL2LIBRARY,8 Town Square Murrieta Library,Murrieta,CA,92562,33.557464,-117.211732,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:53Z
IRVINE  CO  OFC JBC 2855 01,2855 Michelle Dr,Irvine,CA,92606,33.719568,-117.797662,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:26Z
IRVINE  CO  OFC SCS 3363 L2 12,3363 Octavius Dr,Santa Clara,CA,95054,37.381045,-121.969497,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:52Z
IRVINE  CO  OFC SCS 2595 L2 23,2595 Augustine Dr,Santa Clara,CA,95054,37.383938,-121.973421,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:51Z
CITYNATNL PLAZA J2 #11,515 Flower St,Los Angeles,CA,90071,34.051401,-118.25694,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:58:51Z
725 T & C STATION 02,725 Town and Country Rd,Orange,CA,92868,33.77694,-117.8603,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:50Z
IRVINE  CO  OFC SCS 3363 L2 03,3363 Octavius Dr,Santa Clara,CA,95054,37.381829,-121.969481,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:45Z
IRVINE  CO  OFC SCS 3363 L2 05,3363 Octavius Dr,Santa Clara,CA,95054,37.381672,-121.969481,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:44Z
STRATA CU DC FAST CHARGER,1717 Truxtun Ave,Bakersfield,CA,93301,35.372994,-119.021579,public,,ChargePoint Network,"['CHADEMO', 'J1772COMBO']",0,0,1,,24 hours daily,2025-08-28,2025-08-28T00:58:41Z
SLC PARKING LOT STATION 2,13615 Earlham Dr,Whittier,CA,90602,33.976703,-118.029643,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:40Z
PROMENADE MACYS SANTA ANITA,400 S Baldwin Ave,Arcadia,CA,91007,34.1347,-118.051589,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:39Z
303-333 GARAGE 333 N GLENOAKS,350 E Magnolia Blvd,Burbank,CA,91502,34.184617,-118.309649,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:39Z
SLC PARKING LOT STATION 1,13615 Earlham Dr,Whittier,CA,90601,33.976705,-118.029675,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:39Z
BLIZZARD OBW L1 01,1 Blizzard Way,Irvine,CA,92618,33.659139,-117.767197,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:37Z
SANTA CRUZ CNTY 701 OCEAN DC,701 Ocean St,Santa Cruz,CA,95060,36.97863,-122.022351,public,,ChargePoint Network,"['CHADEMO', 'J1772COMBO']",0,0,1,,24 hours daily,2025-08-28,2025-08-28T01:31:06Z
MILLBRAE FARMER'S MKT #1,290 Broadway,Millbrae,CA,94030,37.600714,-122.391013,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:35Z
CITY OF VENTURA DOWNTOWN PS 4,555 E Santa Clara St,Ventura,CA,93001,34.279763,-119.292159,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:34Z
CMHS STATION 2,75 N Brent St,Ventura,CA,93003,34.273007,-119.257501,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:34Z
WAVES MDR 13700 TAHITI,13700 Tahiti Way,Marina del Rey,CA,90292,33.973377,-118.450149,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:34Z
303-333 GARAGE 303 N GLENOAKS,303 N Glenoaks Blvd,Burbank,CA,91502,34.184308,-118.309086,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:34Z
EV CHARGER SHARON APT. EV,2225 Sharon Rd,Menlo Park,CA,94025,37.42772,-122.200106,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:33Z
CMHS STATION 1,85 N Brent St,Ventura,CA,93003,34.273181,-119.257541,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:33Z
AMADORPLAZA PLAZA_2,6690 Amador Plaza Rd,Dublin,CA,94568,37.70181,-121.926018,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:32Z
10UCP PRKG LVL 5 - D,10 Universal Hollywood Dr,Universal City,CA,91608,34.137598,-118.361223,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:32Z
TOWERS AT SHORE 201 STATION 1,201 Redwood Shores Pkwy,Redwood City,CA,94065,37.520235,-122.253485,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:31Z
MILLBRAE 446 BROADWAY #1,446 Broadway,Millbrae,CA,94030,37.602221,-122.392869,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:31Z
SHOREBREEZE 275 STATION 2,275 Shoreline Dr,Redwood City,CA,94065,37.524892,-122.257521,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:56Z
SHOREBREEZE 255 STATION 1,255 Shoreline Dr,Redwood City,CA,94065,37.524796,-122.259126,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:31Z
HUDSON 555 TWIN 555 STATION 1,555 Twin Dolphin Dr,Redwood City,CA,94065,37.520878,-122.256609,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:31Z
ALTERRA PRAVADA STATION 117 118,8727 Fletcher Pkwy,La Mesa,CA,91942,32.783038,-117.010424,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:30Z
ALTERRA PRAVADA STATION 426 428,8615 Fletcher Pkwy,La Mesa,CA,91942,32.780547,-117.013222,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:29Z
IRVINE  CO  OFC EXEC SQ 4275 01,4275 Executive Square,San Diego,CA,92037,32.873638,-117.214718,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:29Z
CMV EV STATION #5,11195 Westview Pkwy,San Diego,CA,92126,32.921327,-117.116854,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:27Z
REDSTONE EV STATION 02,4041 MacArthur Blvd,Newport Beach,CA,92660,33.661394,-117.864339,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:27Z
HUDSON 1740 TEC 1740 STATION 2,1740 Technology Dr,San Jose,CA,95110,37.367288,-121.917742,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:26Z
HUDSON CONCOURS CONCOURSE 2,1731 Technology Dr,San Jose,CA,95110,37.366442,-121.919679,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:26Z
IRVINE  CO  OFC SCBC 15535 03,15535 Sand Canyon,Irvine,CA,92618,33.668157,-117.768702,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:24Z
HUDSON GATEWAY BLDG 2 UNIT 3,2045 Gateway Pl,San Jose,CA,95110,37.371044,-121.926169,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:22Z
HUDSON CONCOURS CONCOURSE 4,1741 Technology Dr,San Jose,CA,95110,37.367285,-121.920559,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:24Z
ESSEX PARAGON 1,3700 Beacon Ave,Fremont,CA,94538,37.548267,-121.981607,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:23Z
HPD HFD PD CITY HAL,319 N Douty St,Hanford,CA,93230,36.328616,-119.645418,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:23Z
CITY OF DOWNEY PARKINGSTRUCTUR,8201 2nd St,Downey,CA,90723,33.941953,-118.134244,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:23Z
ESSEX POINTE,19900-19918 Olivewood St,Cupertino,CA,95014,37.333125,-122.02167,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:23Z
STATION 1 WOODSIDE,7250 Redwood Blvd,Novato,CA,94945,38.104149,-122.570159,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:22Z
HUDSON GATEWAY BLDG 1 UNIT 1,2005 Gateway Pl.,San Jose,CA,95110,37.36891,-121.923776,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:22Z
HUDSON GATEWAY BLDG 2 UNIT 2,2045 Gateway,San Jose,CA,95110,37.371129,-121.926205,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:22Z
HUDSON CONCOURS CONCOURSE 5,1735 Technology Dr,San Jose,CA,95110,37.367167,-121.920415,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:22Z
HUDSON CONCOURS CONCOURSE 6,1741 Technology,San Jose,CA,95110,37.367207,-121.920685,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:21Z
PROMETHEUS BILTMORE,10159 S Blaney Ave,Cupertino,CA,95014,37.320815,-122.023577,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:19Z
3075 COMMON 3,3075 Townsgate Rd,Westlake Village,CA,91361,34.151812,-118.819425,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:17Z
ORACLE SCA SCA09-001,4090 Network Circle,Santa Clara,CA,95054,37.394175,-121.956221,public,,ChargePoint Network,['J1772'],0,2,0,,Sat: 12:00am-12:00am; Sun: 12:00am-12:00am,2025-08-28,2025-08-28T00:58:15Z
BROOKFIELD WEST WFC 355 P4 01,355 S. Grand Ave,Los Angeles,CA,90071,34.052515,-118.252926,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:15Z
MADERA COUNTY GC-1ST FLOOR,200 N G St,Madera,CA,93637,36.96137,-120.063148,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:14Z
MADERA COUNTY RD 28 CAMPUS-E,14190 Rd 28,Madera,CA,93638,36.953587,-120.036482,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:14Z
PARKING LOT 215 CPLOT215SOUTH,2201 Blue Gum Ave Parking Lot 215 south curb,Modesto,CA,95358,37.66138,-121.038499,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:06Z
DOMAIN WEHO W HOLLYWOOD ST3,7141 Santa Monica Blvd,West Hollywood,CA,90046,34.090947,-118.345764,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:01Z
ESSEX THE DYLAN 1,1106 N Detroit St,West Hollywood,CA,90046,34.091121,-118.345002,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:04Z
BROOKFIELD WEST WFC 333 P4 01,333 S Grand Ave,Los Angeles,CA,90071,34.053311,-118.252216,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:02Z
GARAGE OTIS COLLEGE 1,9045 Lincoln Blvd,Los Angeles,CA,90045,33.956548,-118.417146,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:01Z
JOHN HANCOCK 2130 MAIN ST 3,2130 Main St,Irvine,CA,92614,33.683696,-117.848787,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:58:00Z
3059 COMMON 2,3059 Townsgate Rd,Westlake Village,CA,91361,34.153284,-118.820129,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:59Z
HUDSON 333 TWIN STATION 2,333 Twin Dolphin Dr,Redwood City,CA,94065,37.522471,-122.257617,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:57Z
3075 COMMON 6,3043 Townsgate Rd,Westlake Village,CA,91361,34.151839,-118.820707,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:55Z
IRVINE  CO  OFC SCBC 15495 05,15495 Sand Canyon Ave,Irvine,CA,92618,33.669736,-117.766763,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:55Z
MADERA COUNTY RD 28 CAMPUS-W,Trail Way,Madera,CA,93638,36.953599,-120.036287,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:54Z
ESSEX ENSO STATION 2,175 Baypointe Pkwy,San Jose,CA,95134,37.413264,-121.941164,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:53Z
IRVINE  CO  OFC 131 THEORY 01,131 Theory,Irvine,CA,92617,33.64196,-117.857346,public,,ChargePoint Network,['J1772'],0,1,0,,24 hours daily,2025-08-28,2025-08-28T00:57:52Z
ORCHARD PARKING STATION 1,23839-23851 McBean Pkwy,Santa Clarita,CA,91355,34.397143,-118.553055,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:51Z
PUBLIC STATIONS CAPITOL AVE #04,3710 Capitol Ave,Fremont,CA,94538,37.549205,-121.985292,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:50Z
BASEMENT LEVEL 270 STATION 2,270 Brannan St,San Francisco,CA,94107,37.782762,-122.391199,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:50Z
KPMG KPMG 4,550 S Hope St,Los Angeles,CA,90071,34.049722,-118.25565,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:48Z
SANTANA ROW P1 CHARGER3,3098 Olsen Dr,San Jose,CA,95128,37.318875,-121.948849,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:43Z
SEPCENTER EV2,3415 S Sepulveda Blvd,Los Angeles,CA,90034,34.020286,-118.423868,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:42Z
SANTANA ROW P1 CHARGER6,3098 Olsen Dr,San Jose,CA,95128,37.318671,-121.948867,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:41Z
CITY OWNED COMMUNITY CTR 2,14280 Peyton Dr,Chino Hills,CA,91709,33.993791,-117.733231,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:39Z
BOARDWALK BOARDWALK # 2,7441 Edinger Ave,Huntington Beach,CA,92647,33.731099,-117.998983,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:37Z
CBW PROPERTIES SV-1,511 Central Ave,Mountain View,CA,94043,37.396167,-122.075767,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:32Z
ASPECT APTS ALLIANCE ST2,215 E Orangefair Mall,Fullerton,CA,92832,33.85642,-117.922757,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:26Z
CPW GARAGE CPW GARAGE #2,1930 Century Park W,Los Angeles,CA,90067,34.056837,-118.41889,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:05Z
CITY OWNED CITY,13952 City Center Dr,Chino Hills,CA,91709,33.998844,-117.730931,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:25Z
IRVINE  CO  OFC LBP 3 ADA 03,3 Ada,Irvine,CA,92618,33.655229,-117.736635,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:25Z
BROADWAY MGT 1151 GATEWAY L2,1151 Harbor Bay Pkwy,Alameda,CA,94502,37.727061,-122.231436,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:24Z
SDC STATION 1 SDC 2,9109 E 8th St,Rancho Cucamonga,CA,91730,34.092031,-117.608289,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:22Z
CITYOFSANRAFAEL 3RD & A GARAGE2,901 A St,San Rafael,CA,94901,37.972504,-122.528471,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:18Z
PLEASANTONEVSTN BERNAL PARK,7001 Pleasanton Ave,Pleasanton,CA,94566,37.654405,-121.890618,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:17Z
IRVINE  CO  OFC SCG 2550 GAW 05,2550 Great America Way,Santa Clara,CA,95054,37.414846,-121.973331,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:17Z
DGS 4S RANCH L2,16118 4S Ranch Pkwy,San Diego,CA,92127,33.00364,-117.116776,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:16Z
THE COVE EV 151 OYSTER 2,151 Oyster Point Blvd,South San Francisco,CA,94080,37.663105,-122.394808,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:14Z
UC IRVINE SSPS 3RD FLR 05,4302 Campus Dr,Irvine,CA,92617,33.647396,-117.83711,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:08Z
UC IRVINE SCPS 2ND FLR 04,113 Pereira Dr,Irvine,CA,92697,33.650012,-117.841926,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:08Z
UC IRVINE SSPS G FLR 15,4502 Campus Dr,Irvine,CA,92617,33.647741,-117.837309,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:05Z
DGS FALLBROOK LIB,124 S Mission Rd,Fallbrook,CA,92028,33.381662,-117.252603,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:04Z
LVK PARKING B - SOLAR ARRAY,680 Terminal Cir,Livermore,CA,94551,37.696609,-121.818529,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:04Z
SENDERO BUILDING 11 #1,1701 Gateway Pl,Rancho Mission Viejo,CA,92694,33.51919,-117.617218,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:02Z
3196 3196-3220 #1,3190 S Higuera St,San Luis Obispo,CA,93401,35.257212,-120.669652,public,,ChargePoint Network,['J1772'],0,2,0,,24 hours daily,2025-08-28,2025-08-28T00:57:02Z
